Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2024);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;SDG;Country;Region;Publisher;Coverage;Categories;Areas
413;21101042133;"Hellenic Journal of Radiology";journal;"26541629, 25290568";"Zita Medical Management";No;No;0,106;Q4;4;28;83;560;8;74;0,06;20,00;45,12;0;13;Greece;Western Europe;"Zita Medical Management";"2019-2024";"Artificial Intelligence (Q4); Computer Science Applications (Q4); Radiological and Ultrasound Technology (Q4); Radiology, Nuclear Medicine and Imaging (Q4)";"Computer Science; Health Professions; Medicine"
414;21101033264;"Journal of Forensic Document Examination";journal;"08950849, 26400677";"Association of Forensic Document Examiners";No;No;0,106;Q4;4;3;9;67;0;5;0,00;22,33;50,00;0;0;United States;Northern America;"Association of Forensic Document Examiners";"2014-2019, 2021, 2023-2024";"Artificial Intelligence (Q4); Arts and Humanities (miscellaneous) (Q4); Cognitive Neuroscience (Q4); Computational Theory and Mathematics (Q4); Computer Graphics and Computer-Aided Design (Q4); Computer Science Applications (Q4); Computer Vision and Pattern Recognition (Q4)";"Arts and Humanities; Computer Science; Neuroscience"
415;21100198520;"Proceedings of the International Conference on Sensing Technology, ICST";conference and proceedings;"21568065, 21568073";"IEEE Computer Society";No;No;0,106;-;26;0;94;0;19;93;0,20;0,00;0,00;0;0;United States;Northern America;"IEEE Computer Society";"2011-2014, 2016-2019, 2023";"Artificial Intelligence; Computer Science Applications; Electrical and Electronic Engineering; Signal Processing";"Computer Science; Engineering"
416;21101207002;"Proceedings - International Conference on Smart-Green Technology in Electrical and Information Systems, ICSGTEIS";conference and proceedings;"28313992, 2831400X";"Institute of Electrical and Electronics Engineers Inc.";No;No;0,105;-;2;0;42;0;12;40;0,29;0,00;0,00;0;0;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2023";"Artificial Intelligence; Computer Networks and Communications; Control and Optimization; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Information Systems; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Engineering; Mathematics"
417;21100790505;"International Conference on Concept Lattices and Their Applications";book series;"2311701X";"Palacky University Olomouc";No;No;0,104;Q4;4;0;19;0;3;17;0,16;0,00;0,00;0;0;France;Western Europe;"Palacky University Olomouc";"2016, 2018, 2020, 2022";"Applied Mathematics (Q4); Artificial Intelligence (Q4); Computer Science Applications (Q4); Electrical and Electronic Engineering (Q4); Hardware and Architecture (Q4); Human-Computer Interaction (Q4); Modeling and Simulation (Q4)";"Computer Science; Engineering; Mathematics"
418;21100245108;"Technische Berichte des Hasso-Plattner-Instituts fur Softwaresystemtechnik an der Universitat Potsdam";conference and proceedings;"16135652, 21911665";"Universitatsverlag Potsdam";No;No;0,104;-;5;0;31;0;3;28;0,00;0,00;0,00;0;0;Germany;Western Europe;"Universitatsverlag Potsdam";"2005, 2008-2019, 2021";"Artificial Intelligence; Education";"Computer Science; Social Sciences"
419;21101264290;"Annals of Computer Science and Intelligence Systems";journal;"23005963";"Institute of Electrical and Electronics Engineers Inc.";Yes;Yes;;-;1;100;0;2879;0;0;0,00;28,79;24,52;0;27;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Science Applications; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
420;25476;"Intelligent Automation and Soft Computing (discontinued)";journal;"10798587, 2326005X";"Tech Science Press";No;No;;-;41;11;1433;350;3517;1433;2,44;31,82;22,00;0;1;United States;Northern America;"Tech Science Press";"1995-2024";"Artificial Intelligence; Computational Theory and Mathematics; Software; Theoretical Computer Science";"Computer Science; Mathematics"
421;21101258141;"International Conference on eDemocracy and eGovernment, ICEDEG";journal;"25731998, 25732005";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;38;0;1080;0;0;0,00;28,42;39,00;0;28;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Communication; Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Political Science and International Relations";"Computer Science; Decision Sciences; Social Sciences"
422;21101272551;"International Conference on Power and Energy Applications, ICPEA";journal;"28378423";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;138;0;1696;0;0;0,00;12,29;29,61;0;50;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Engineering"
423;21101257834;"International IEEE Conference proceedings, IS";journal;"28324145, 27679802";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;112;0;2658;0;0;0,00;23,73;26,32;0;30;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Information Systems";"Computer Science"
424;21101021990;"International Journal of Intelligent Systems and Applications in Engineering (discontinued)";journal;"21476799";"Auricle Global Society of Education and Research";No;No;;-;25;1316;1396;36028;2182;1396;1,57;27,38;36,90;0;477;Turkey;Middle East;"Auricle Global Society of Education and Research";"2020-2024";"Artificial Intelligence; Computer Graphics and Computer-Aided Design; Control and Systems Engineering; Information Systems";"Computer Science; Engineering"
425;21101257953;"Iranian Conference on Electrical Engineering, ICEE";journal;"26429527, 21647054";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;211;0;4365;0;0;0,00;20,69;18,22;0;33;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Control and Optimization; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials; Instrumentation";"Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy"
426;21101268313;"ITMS - International Scientific Conference on Information Technology and Management Science of Riga Technical University";journal;"27716953, 27716937";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;0;27;0;566;0;0;0,00;20,96;40,00;0;9;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Control and Optimization; Hardware and Architecture; Information Systems; Information Systems and Management; Safety, Risk, Reliability and Quality; Strategy and Management";"Business, Management and Accounting; Computer Science; Decision Sciences; Engineering; Mathematics"
427;21101111528;"Journal of Autonomous Intelligence (discontinued)";journal;"26305046";"Frontier Scientific Publishing";No;No;;-;7;158;107;5200;100;106;1,05;32,91;35,44;0;61;Singapore;Asiatic Region;"Frontier Scientific Publishing";"2019-2024";"Artificial Intelligence; Computer Science Applications; Computer Science (miscellaneous); Human-Computer Interaction";"Computer Science"
428;21101261587;"Memorias de la Conferencia Iberoamericana de Complejidad, Informatica y Cibernetica, CICIC";conference and proceedings;"27716333";"";No;No;;-;1;59;0;1043;0;0;0,00;17,68;54,74;0;17;United States;Northern America;"";"2024";"Artificial Intelligence; Computer Networks and Communications; Information Systems";"Computer Science"
429;21101271416;"PCIM Asia-International Conference for Power Electronics, Intelligent Motion, Renewable Energy and Energy Management";conference and proceedings;"25107704";"V D E Verlag GmbH";No;No;;-;1;105;0;899;0;0;0,00;8,56;20,37;0;26;Germany;Western Europe;"V D E Verlag GmbH";"2024";"Artificial Intelligence; Electrical and Electronic Engineering; Energy Engineering and Power Technology; Hardware and Architecture; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Engineering"
430;21101257853;"Proceeding of the IEEE International Conference on Smart Instrumentation, Measurement and Applications, ICSIMA";journal;"26406543, 26406535";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;61;0;828;0;0;0,00;13,57;30,00;0;30;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Instrumentation";"Computer Science; Physics and Astronomy"
431;21101259022;"Proceeding of the WRC Symposium on Advanced Robotics and Automation, WRC SARA";journal;"28353358, 28353366";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;80;0;1493;0;0;0,00;18,66;30,94;0;12;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Biomedical Engineering; Computer Science Applications; Control and Optimization";"Computer Science; Engineering; Mathematics"
432;21101257841;"Proceedings - IEEE International Conference on Advanced Video and Signal-Based Surveillance, AVSS";journal;"26436213";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;56;0;1466;0;0;0,00;26,18;24,31;0;10;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Vision and Pattern Recognition; Media Technology; Signal Processing";"Computer Science; Engineering"
433;21101220023;"Proceedings - IEEE International Conference on Semantic Computing, ICSC";conference and proceedings;"23256516, 24729671";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;3;61;0;1331;0;0;0,00;21,82;22,67;0;11;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Human-Computer Interaction; Information Systems and Management";"Computer Science; Decision Sciences"
434;21101257833;"Proceedings - International Seminar on Intelligent Technology and its Applications, ISITIA";journal;"27695492";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;138;0;2619;0;0;0,00;18,98;31,84;0;46;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Computer Vision and Pattern Recognition; Instrumentation; Renewable Energy, Sustainability and the Environment";"Computer Science; Energy; Physics and Astronomy"
435;21101258747;"Proceedings - Swiss Conference on Data Science, SDS";journal;"28353412, 28353420";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;44;0;1065;0;0;0,00;24,20;23,53;0;10;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
436;21101257855;"Proceedings of the IEEE International Conference on Computer Communication and the Internet, ICCCI";journal;"28332342, 28332350";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;40;0;688;0;0;0,00;17,20;32,26;0;11;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems and Management; Signal Processing";"Computer Science; Decision Sciences"
437;21101257836;"Proceedings of the IEEE International Conference on Cybernetics and Intelligent Systems, CIS";journal;"23268123, 23268239";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;100;0;2104;0;0;0,00;21,04;29,00;0;19;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Science Applications; Control and Optimization; Electrical and Electronic Engineering; Mechanical Engineering";"Computer Science; Engineering; Mathematics"
438;21101260450;"Proceedings of the IEEE International Conference on Web Services, ICWS";journal;"28363868, 28363876";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;177;0;4820;0;0;0,00;27,23;32,64;0;17;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Networks and Communications; Computer Science Applications; Information Systems; Information Systems and Management";"Computer Science; Decision Sciences"
439;21101260301;"Proceedings of the International Conference on Multimedia Information Processing and Retrieval, MIPR";journal;"27704327, 27704319";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;2;108;0;2772;0;0;0,00;25,67;24,07;0;12;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Information Systems; Media Technology";"Computer Science; Engineering"
440;21101257223;"RAICS - IEEE Recent Advances in Intelligent Computational Systems";journal;"27695565";"Institute of Electrical and Electronics Engineers Inc.";No;No;;-;1;121;0;2132;0;0;0,00;17,62;44,50;0;42;United States;Northern America;"Institute of Electrical and Electronics Engineers Inc.";"2024";"Artificial Intelligence; Computer Science Applications; Computer Vision and Pattern Recognition; Control and Optimization; Information Systems; Instrumentation; Modeling and Simulation";"Computer Science; Mathematics; Physics and Astronomy"
441;24847;"Revue d'Intelligence Artificielle (discontinued)";journal;"19585748, 0992499X";"International Information and Engineering Technology Association";No;No;;-;25;38;360;1408;634;360;1,65;37,05;32,98;0;12;France;Western Europe;"International Information and Engineering Technology Association";"1995-2024";"Artificial Intelligence; Software";"Computer Science"
